periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,() of pregnant women adolescents (10-19 years),adolescent pregnancy,estimated post abortion,prop of monthly anc visit by preg adolescent,adolescents (10-14 years) with  pregnancy,adolescent family planning uptake 10-14 yrs,adolescent family planning uptake 15-19 yrs,adolescents (15-19 years) with  pregnancy
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Siaya County,Gem Sub County,Central Gem Ward,LWXYw2EpuLy,Central Gem Ward,KE_Ward_1171,,22.2,28,0,7.1,,,17,28
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Rongo Sub County,Central Kamagambo Ward,M8rGveWTIMm,Central Kamagambo Ward,KE_Ward_1262,,30.2,185,0,10.5,8,7,286,177
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Uriri Sub County,Central Kanyamkago Ward,P9SReXKzjbO,Central Kanyamkago Ward,KE_Ward_1279,,14.9,44,0,4.9,2,17,259,42
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Rachuonyo South Sub County,Central Kasipul Ward,UQYZGlkULva,Central Kasipul Ward,KE_Ward_1223,,36.7,44,,14.1,3,44,541,41
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Xs7PwQOVMmb,Central Kisumu Ward,KE_Ward_1192,,13.3,54,0,3.2,2,5,63,52
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Vihiga County,Vihiga Sub County,Central Maragoli Ward,W1gE3uts9Qh,Central Maragoli Ward,KE_Ward_1053,,30.3,61,0,11.1,2,2,72,59
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Nyakach Sub County,Central Nyakach Ward,go41UxgIdh5,Central Nyakach Ward,KE_Ward_1218,,28.6,66,0,9.5,2,2,61,64
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Siaya County,Bondo Sub County,Central Sakwa Ward,JVz0J1MJJ0V,Central Sakwa Ward,KE_Ward_1268,,24.8,73,0,22.7,,,55,73
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Awendo Sub County,Central Sakwa Ward,jmeydKjWYw7,Central Sakwa Ward,KE_Ward_1176,,14.9,71,0,6.2,4,2,139,67
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Seme Sub County,Central Seme Ward,o6cVZ72goEk,Central Seme Ward,KE_Ward_1203,,31.2,104,0,9.7,1,1,60,103
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyandarua County,Ndaragwa Sub County,Central Ward,e0xkgk6TZEG,Central Ward,KE_Ward_464,,23,64,,7.8,,,42,64
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Runyenjes Sub County,Central Ward,wZh1OhsZAK2,Central Ward,KE_Ward_319,,16,45,,5.4,3,,17,42
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Mwingi Central Sub County,Central Ward,vvsB9Kldjzy,Central Ward,KE_Ward_340,,17.4,67,0,5.6,1,103,101,66
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Karachuonyo Sub County,Central Ward,TzCE8I4W14b,Central Ward,KE_Ward_1232,,34.3,47,,14.8,2,,53,45
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,PeLH4hGTO17,Chaani Ward,KE_Ward_5,,7.9,13,,1.9,,,23,13
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Belgut Sub County,Chaik Ward,YnEUPEUnejZ,Chaik Ward,KE_Ward_960,,2.2,1,,0.89,,,,1
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Teso South Sub County,Chakol North Ward,rthnyPewuyf,Chakol North Ward,KE_Ward_1129,,23.8,10,0,8.4,,,21,10
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Teso South Sub County,Chakol South Ward,Ksb8Prco66C,Chakol South Ward,KE_Ward_1128,,20.7,38,0,9.2,1,1,45,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Taita Taveta County,Taveta Sub County,Chala Ward,uxxdF69wmFs,Chala Ward,KE_Ward_111,,41,107,,20.7,2,,21,105
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mombasa County,Changamwe Sub County,Changamwe Ward,qyQg0b3mxEL,Changamwe Ward,KE_Ward_4,,4,13,,1.2,,,21,13
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kiambu County,Gatundu North Sub County,Chania Ward,ReDzOcQ8mT1,Chania Ward,KE_Ward_557,,6.8,4,0,2.1,,,4,4
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyandarua County,Oljoroorok Sub County,Charagita Ward,Yh0tdzyDjHY,Charagita Ward,KE_Ward_461,,14.5,8,,4.1,,,5,8
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Isiolo County,Merti Sub County,Chari Ward,HTTUdsL0gAm,Chari Ward,KE_Ward_243,,13.7,7,0,5.3,,,1,7
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Kilifi South Sub County,Chasimba Ward,yi6G0JRSjwo,Chasimba Ward,KE_Ward_61,,17.5,50,,5,,1,46,50
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Vihiga County,Sabatia Sub County,Chavakali Ward,NHcPsj2IMSr,Chavakali Ward,KE_Ward_1057,,33.3,6,0,12.8,2,,1,4
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Taita Taveta County,Mwatate Sub County,Chawia Ward,NkcRjTGJbuh,Chawia Ward,KE_Ward_123,,27,44,,,,,6,44
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Bureti Sub County,Cheboin Ward,hLTIOtzQE9w,Cheboin Ward,KE_Ward_952,,49.4,83,,21,3,8,17,80
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Chepalungu Sub County,Chebunyo Ward,m6Ko9GT996i,Chebunyo Ward,KE_Ward_974,,15.9,49,0,5.7,,,37,49
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Lugari Sub County,Chekalini Ward,WU8NRoTwaDK,Chekalini Ward,KE_Ward_994,,25,66,0,8.5,1,1,47,65
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Sotik Sub County,Chemagel Ward,LK2nY0OUCDG,Chemagel Ward,KE_Ward_967,,33.2,143,0,10.6,,,29,143
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Bomet East Sub County,Chemaner Ward,qj9Id3LgrGI,Chemaner Ward,KE_Ward_980,,52.8,94,0,29.8,,,19,94
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Muhoroni Sub County,Chemelil Ward,WzjCQ2bnOk7,Chemelil Ward,KE_Ward_1214,,20.5,43,0,13.1,1,3,53,42
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Tinderet Sub County,Chemelil/Chemase Ward,EHPasx2Mt1b,Chemelil/Chemase Ward,KE_Ward_753,,44.8,52,0,,,,23,52
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Bureti Sub County,Chemosot Ward,dbSH3rqE3n1,Chemosot Ward,KE_Ward_953,,14.3,56,,13.8,,2,39,56
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Malava Sub County,Chemuche Ward,GCZB9Qc6zCO,Chemuche Ward,KE_Ward_1003,,21.4,36,0,7.3,,,18,36
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Chesumei Sub County,Chemundu/Kapng'etunyi Ward,G1AXnlrNy7a,Chemundu/Kapng'etunyi Ward,KE_Ward_765,,11.7,26,,4.9,,,83,26
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kwale County,Kinango Sub County,Chengoni/Samburu Ward,TwX1KTjb8Qp,Chengoni/Samburu Ward,KE_Ward_48,,20,91,,18.9,,,69,91
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,West Pokot County,Pokot South Sub County,Chepareria Ward,cQvnOvaqDNE,Chepareria Ward,KE_Ward_657,,23.3,160,,14.5,,65,155,160
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Konoin Sub County,Chepchabas Ward,uMqAPTG5rm0,Chepchabas Ward,KE_Ward_986,,25,21,0,29.6,3,3,25,18
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Endebess Sub County,Chepchoina Ward,IAEQih35LOS,Chepchoina Ward,KE_Ward_680,,49.3,174,0,17,,,95,174
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Chepkorio Ward,ca3KHxzwLQy,Chepkorio Ward,KE_Ward_746,,21.3,76,0,7.8,1,2,28,75
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Emgwen Sub County,Chepkumia Ward,J5JM3Ud8ASG,Chepkumia Ward,KE_Ward_770,,70,49,0,94.2,1,,13,48
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Nandi Hills Sub County,Chepkunyuk Ward,O4tmt5AWnNr,Chepkunyuk Ward,KE_Ward_762,,23.9,33,,15.4,10,,47,23
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Bureti Sub County,Cheplanget Ward,qqTlgrxWdkY,Cheplanget Ward,KE_Ward_955,,44.7,63,,21,3,,29,60
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Kipkelion East Sub County,Chepseon Ward,k828CVWMS7V,Chepseon Ward,KE_Ward_938,,10.9,42,,5.2,,,27,42
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Cherangany Sub County,Chepsiro/Kiptoror Ward,wC4nO2SVsQH,Chepsiro/Kiptoror Ward,KE_Ward_699,,69.6,64,0,35.4,1,,56,63
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Cheptais Sub County,Cheptais Ward,iKvnghqTvSP,Cheptais Ward,KE_Ward_1076,,34.3,134,0,11.8,4,2,77,130
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nandi County,Mosop Sub County,Chepterwai Ward,eB5qRSOhocc,Chepterwai Ward,KE_Ward_774,,22.3,50,,9.8,1,,145,49
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Uasin Gishu County,Kesses Sub County,Cheptiret/Kipchamo Ward,ydWuSvAtVs1,Cheptiret/Kipchamo Ward,KE_Ward_728,,16.6,48,,6,,,31,48
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Belgut Sub County,Cheptororiet/Seretut Ward,d45kXzPbKzk,Cheptororiet/Seretut Ward,KE_Ward_959,,19,15,,7.3,,12,23,15
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Cheptais Sub County,Chepyuk Ward,dnN8o6fbT5I,Chepyuk Ward,KE_Ward_1078,,30.8,106,0,33.4,2,,64,104
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Isiolo County,Merti Sub County,Cherab Ward,onY1jZ8tPTG,Cherab Ward,KE_Ward_244,,48.5,83,0,14,1,,9,82
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Cherang'any/Chebororwa Ward,z5brnaiDs4p,Cherang'any/Chebororwa Ward,KE_Ward_737,,26.1,53,0,10,2,,39,51
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Cherangany Sub County,Cherangany/Suwerwa Ward,OrWMyDLtm7r,Cherangany/Suwerwa Ward,KE_Ward_698,,65,130,0,41.5,2,2,63,128
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,laOitoZMUgC,Chesikaki Ward,KE_Ward_1077,,56.7,135,0,23.1,2,,171,133
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Bomet Central Sub County,Chesoen Ward,Nu4cnZtQHk8,Chesoen Ward,KE_Ward_984,,42.1,152,0,38.8,1,13,99,151
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,T7ArssRHW3p,Chevaywa Ward,KE_Ward_995,,27.7,98,0,9,1,,45,97
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tana River County,Galole Sub County,Chewani Ward,Fuc7wSQ4gkN,Chewani Ward,KE_Ward_94,,64.7,352,0,33.7,96,47,102,256
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tana River County,Bura Sub County,Chewele Ward,SDz17fk0X0k,Chewele Ward,KE_Ward_96,,24.3,26,0,,1,,7,25
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tharaka Nithi County,Tharaka South Sub County,Chiakagira Ward,rZ0Io1sU38M,Chiakagira Ward,KE_Ward_309,,26.8,66,,8.3,25,,56,41
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kericho County,Kipkelion West Sub County,Chilchila Ward,aNuklGLRul5,Chilchila Ward,KE_Ward_943,,41.3,167,0,14.1,33,11,37,134
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyeri County,Nyeri South Sub County,Chinga Ward,rFsKRF8TYWO,Chinga Ward,KE_Ward_485,,22,28,0,11.2,,,8,28
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Tharaka Nithi County,Mwimbi Sub County,Chogoria Ward,yQ9Js5EZ61q,Chogoria Ward,KE_Ward_300,,19.7,60,,4.5,5,,36,55
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui East Sub County,Chuluni Ward,CHn58eAvVl9,Chuluni Ward,KE_Ward_361,,14.6,12,0,5.8,,,20,12
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Tiaty East Sub County,Churo/Amaya Ward,gF0VBsLJhxK,Churo/Amaya Ward,KE_Ward_787,,36.1,79,0,64.8,,,12,79
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kiambu County,Kiambaa Sub County,Cianda Ward,woYqYmbk8hx,Cianda Ward,KE_Ward_586,,25,24,0,17,,,7,24
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Kasarani Sub County,Clay City Ward,bF28Xs26tXA,Clay City Ward,KE_Ward_1396,,3,15,,2.7,,,,15
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward,rgdgbj0yHfG,Dabaso Ward,KE_Ward_54,,12.1,42,0,3.3,1,9,39,41
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Dadaab Sub County,Dadaab Ward,MG7qx3dHgee,Dadaab Ward,KE_Ward_147,,8.5,10,,4.8,,,,10
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Wajir South Sub County,Dadaja Bulla Ward,qLYEefMIqQ0,Dadaja Bulla Ward,KE_Ward_186,,24.4,22,0,11.6,,43,1,22
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kajiado County,Kajiado Central Sub County,Dalalekutuk Ward,oqGH96tt2v4,Dalalekutuk Ward,KE_Ward_918,,52.1,101,,21.9,8,51,65,93
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Dadaab Sub County,Damajale Ward,Iz7ISZHUk3Q,Damajale Ward,KE_Ward_149,,1.2,1,,0.56,,,,1
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Wajir North Sub County,Danaba Ward,b1Z4WVS2owC,Danaba Ward,KE_Ward_166,,6.8,7,0,3.8,,,,7
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Qusks6YHAmd,Dandora Area I Ward,KE_Ward_1412,,15,112,,7.8,,,39,112
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi North Sub County,Dandora Area II Ward,KhxCmDKgYMT,Dandora Area II Ward,KE_Ward_1413,,7.4,2,,3.4,,,,2
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,UrLRfZeC3Oq,Dandora Area III Ward,KE_Ward_1414,,21.3,134,,478.6,1,,48,133
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,rj9COmxBpVr,Dandora Area Iv Ward,KE_Ward_1415,,16.9,88,,10.7,,,,88
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Mandera West Sub County,Dandu Ward,vuSQ9fTFw30,Dandu Ward,KE_Ward_194,,37.3,72,0,21.4,,,16,72
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Balambala Sub County,Danyere Ward,ap7BwqlvdFg,Danyere Ward,KE_Ward_136,,6.1,5,0,2.6,,,,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyeri County,Tetu Sub County,Dedan Kimathi Ward,LDPAHGr7qUm,Dedan Kimathi Ward,KE_Ward_466,,24.2,16,0,11.9,,,6,16
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Fafi Sub County,Dekaharia Ward,RXFwsNh7egy,Dekaharia Ward,KE_Ward_153,,0,0,0,,,,,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Eldas Sub County,Della Ward,FpUMvmJqkG2,Della Ward,KE_Ward_181,,30.8,20,0,11.3,1,,,19
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Banissa Sub County,Derkhale Ward,C72ryGO9u3f,Derkhale Ward,KE_Ward_197,,32.9,28,0,17.7,,22,,28
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Garissa County,Dadaab Sub County,Dertu Ward,s9YsYYqvjAs,Dertu Ward,KE_Ward_146,,8.5,5,,4.2,,,1,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Wajir South Sub County,Diif Ward,jXyH8e9KzGe,Diif Ward,KE_Ward_190,,5,11,0,3,,,,11
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Marsabit County,North Horr Sub County,Dukana Ward,kSbjSiQEQ91,Dukana Ward,KE_Ward_228,,39.8,35,0,12.5,,,,35
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Nakuru North Sub County,Dundori Ward,Ff1CJ0oXLRy,Dundori Ward,KE_Ward_865,,24.1,84,0,6.8,,,76,84
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kwale County,Lunga Lunga Sub County,Dzombo Ward,lijbuerznbA,Dzombo Ward,KE_Ward_36,,32,146,,33.3,,,72,146
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Siaya County,Rarieda Sub County,East Asembo Ward,cfUqqHJA6z4,East Asembo Ward,KE_Ward_1181,,54.5,207,0,19.5,110,1,70,97
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Siaya County,Gem Sub County,East Gem Ward,XM6wZZeKqhk,East Gem Ward,KE_Ward_1238,,19.4,44,0,4.4,2,2,151,42
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Rangwe Sub County,East Gem Ward,nUVin4tYKY2,East Gem Ward,KE_Ward_1173,,24.4,99,0,12.1,10,2,84,89
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Malava Sub County,East Kabras Ward,lZT0FbLOn0I,East Kabras Ward,KE_Ward_1004,,35.5,38,0,10.1,,,34,38
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Homa Bay County,Rachuonyo South Sub County,East Kamagak Ward,RvsMMMCame7,East Kamagak Ward,KE_Ward_1224,,21.1,20,,11.2,1,2,63,19
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Rongo Sub County,East Kamagambo Ward,l8btuTBphnw,East Kamagambo Ward,KE_Ward_1263,,16.1,50,0,5.6,5,20,209,45
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Nyando Sub County,East Kano/Wawidhi Ward,ONutw6s6W4y,East Kano/Wawidhi Ward,KE_Ward_1206,,12.9,15,0,6.3,1,1,58,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Migori County,Uriri Sub County,East Kanyamkago Ward,IgyJtGgB69M,East Kanyamkago Ward,KE_Ward_1281,,21.5,38,0,6.3,1,3,81,37
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Kanduyi Sub County,East Sang'alo Ward,jhQaAr01YU5,East Sang'alo Ward,KE_Ward_1101,,16.4,49,0,4.8,2,,74,47
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kisumu County,Seme Sub County,East Seme Ward,BRDtIETwfeW,East Seme Ward,KE_Ward_1204,,19.9,43,0,6.6,,15,90,43
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Siaya County,Ugenya Sub County,East Ugenya Ward,XIgwnIXyBx0,East Ugenya Ward,KE_Ward_1159,,28.3,67,0,24,2,8,58,65
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Mumias East Sub County,East Wanga Ward,ygKYcUMKsy2,East Wanga Ward,KE_Ward_1026,,10.8,31,0,3.3,2,,28,29
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Kamukunji Sub County,Eastleigh North Ward,i1zR9ESXM9L,Eastleigh North Ward,KE_Ward_1435,,22.7,132,,20.3,35,24,96,97
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Kamukunji Sub County,Eastleigh South Ward,zP3xgQdPmJX,Eastleigh South Ward,KE_Ward_1436,,16.3,122,,25.8,3,1,1382,119
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Machakos County,Masinga Sub County,Ekalakala Ward,Ado6AndJdpf,Ekalakala Ward,KE_Ward_373,,11.8,38,,6.5,,87,35,38
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyamira County,Nyamira North Sub County,Ekerenyo Ward,QcYbNJ5Z88l,Ekerenyo Ward,KE_Ward_1361,,30.6,119,,10.3,4,22,175,115
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Samburu County,Samburu North Sub County,El-barta Ward,x8gYdLEuy5Y,El-barta Ward,KE_Ward_666,,44.4,76,,18.4,,,41,76
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Tarbaj Sub County,Elben Ward,dAuiI1KjvPd,Elben Ward,KE_Ward_172,,3.8,5,0,1.4,,,,5
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Molo Sub County,Elburgon Ward,X5bxxQN8nP5,Elburgon Ward,KE_Ward_827,,16,81,,5.8,2,,96,79
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Eldas Sub County,Eldas Ward,jJEKwJhftfv,Eldas Ward,KE_Ward_180,,10.6,17,0,3.6,10,,,7
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nakuru County,Gilgil Sub County,Elementaita Ward,RSps1nz09HH,Elementaita Ward,KE_Ward_845,,22.7,52,0,8.7,1,1,46,51
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bungoma County,Mt Elgon Sub County,Elgon Ward,zxfCOXaz1ha,Elgon Ward,KE_Ward_1081,,38.4,168,0,13.1,3,1,236,165
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Wajir County,Eldas Sub County,Elnur/Tula Tula Ward,CisxX3iXbp9,Elnur/Tula Tula Ward,KE_Ward_183,,29.8,14,0,19.7,,,,14
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Busia County,Butula Sub County,Elugulu Ward,rIwgAyjb2JZ,Elugulu Ward,KE_Ward_1147,,31.5,23,0,16.5,,,31,23
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Mandera South Sub County,Elwak North Ward,h0htcHoe6tJ,Elwak North Ward,KE_Ward_209,,0,0,0,0,,,,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Mandera County,Mandera South Sub County,Elwak South Ward,AEMY7F8XyZT,Elwak South Ward,KE_Ward_208,,0,0,,0,,,,
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Vihiga County,Luanda Sub County,Emabungo Ward,rVwUPDEkBSy,Emabungo Ward,KE_Ward_1072,,43.3,149,0,13.1,6,47,23,143
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Makueni County,Kibwezi West Sub County,Emali/Mulala Ward,Q1FhAEC0Ode,Emali/Mulala Ward,KE_Ward_436,,15.9,65,0,5.3,4,1,38,61
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,raV5YKTRCG2,Embakasi Ward,KE_Ward_1423,,8.2,68,,56.2,14,36,32,54
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Elgeyo Marakwet County,Marakwet East Sub County,Embobut/Embulot Ward,u6ONpoWIV0d,Embobut/Embulot Ward,KE_Ward_734,,38.6,54,0,21.8,,,2,54
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Bomet County,Konoin Sub County,Embomos Ward,QMzAkzZkH34,Embomos Ward,KE_Ward_990,,22.2,63,0,13.1,1,,96,62
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Baringo County,Mogotio Sub County,Emining Ward,uhTYg7CLmOd,Emining Ward,KE_Ward_803,,25.3,41,0,33.1,,,7,41
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Elgeyo Marakwet County,Keiyo North Sub County,Emsoo Ward,i7TCmhUejq5,Emsoo Ward,KE_Ward_742,,32.6,44,0,91.7,23,1,7,21
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kitui County,Kitui East Sub County,Endau/Malalani Ward,p0vnle5S7g2,Endau/Malalani Ward,KE_Ward_363,,53,35,0,50.7,,,10,35
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Trans Nzoia County,Endebess Sub County,Endebess Ward,t4cjnduc4dV,Endebess Ward,KE_Ward_681,,35.3,195,0,14.7,52,28,187,143
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Elgeyo Marakwet County,Marakwet East Sub County,Endo Ward,pwYHLOkW31r,Endo Ward,KE_Ward_733,,32.3,81,0,18.8,30,,31,51
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,West Pokot County,West Pokot Sub County,Endugh Ward,WteTgAtzuJP,Endugh Ward,KE_Ward_645,,25.3,45,0,13.7,,,2,45
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyandarua County,Kinangop Sub County,Engineer Ward,lcpTYDEAUs9,Engineer Ward,KE_Ward_441,,28.1,16,,9.5,,,16,16
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kajiado County,Loitokitok Sub County,Entonet/Lenkism Ward,u3IXGUmWgZ2,Entonet/Lenkism Ward,KE_Ward_931,,34.2,91,,16.5,3,2,81,88
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Nyamira County,Borabu Sub County,Esise Ward,yCs7obwONR9,Esise Ward,KE_Ward_1365,,15.4,32,,5.9,2,62,58,30
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,KcXeBdcYXss,Etenje Ward,KE_Ward_1022,,38.5,110,0,11.2,19,,40,91
2020Q1,Jan to Mar 2020,2020Q1,,Kenya,Embu County,Mbeere North Sub County,Evurore Ward,LlyKi6c8KbT,Evurore Ward,KE_Ward_330,,20.2,46,0,6.5,,,42,46
