periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,() of pregnant women adolescents (10-19 years),adolescent pregnancy,estimated post abortion,prop of monthly anc visit by preg adolescent,adolescents (10-14 years) with  pregnancy,adolescent family planning uptake 10-14 yrs,adolescent family planning uptake 15-19 yrs,adolescents (15-19 years) with  pregnancy
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kwale County,Kinango Sub County,Mwavumbo Ward,vjeHNVWOsRk,Mwavumbo Ward,KE_Ward_49,,53,152,,,4,,85,148
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kilifi County,Rabai Sub County,Mwawesa Ward,eT3Udm3xjFw,Mwawesa Ward,KE_Ward_67,,8.8,7,0,4.6,,,40,7
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Embu County,Mbeere South Sub County,Mwea Ward,cWJOQn1YUfg,Mwea Ward,KE_Ward_323,,57.1,88,,17.1,,,65,88
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyeri County,Kieni West Sub County,Mweiga Ward,uhmsPJrZCXF,Mweiga Ward,KE_Ward_469,,27.2,25,,6.4,,,9,25
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kwale County,Lunga Lunga Sub County,Mwereni Ward,PBhYjIVYdhk,Mwereni Ward,KE_Ward_37,,25.4,124,,96.9,,,22,124
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Vihiga County,Luanda Sub County,Mwibona Ward,gvz1kfj99I3,Mwibona Ward,KE_Ward_1070,,6.4,3,0,2.3,,,,3
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Ruiru Sub County,Mwihoko Ward,dnLaU3RrCnp,Mwihoko Ward,KE_Ward_576,,30.4,7,,12.5,,,,7
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Kasarani Sub County,Mwiki Ward,LWZoX1NZFa1,Mwiki Ward,KE_Ward_575,,15.4,4,,9.8,,3,3,4
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Ruiru Sub County,Mwiki Ward,KoIp1GKz0UI,Mwiki Ward,KE_Ward_1397,,27.6,21,,9.6,,1,15,21
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Tharaka Nithi County,Mwimbi Sub County,Mwimbi Ward,VOpqnQgC8om,Mwimbi Ward,KE_Ward_298,,40,38,,16,,,41,38
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyeri County,Kieni West Sub County,Mwiyogo/Endarasha Ward,kBloQxkcKxZ,Mwiyogo/Endarasha Ward,KE_Ward_471,,20.9,18,,7.7,,,18,18
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Igembe North Sub County,Naathu Ward,NDRZbel9Pr4,Naathu Ward,KE_Ward_264,,11.9,8,,11.8,,,40,8
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Trans Nzoia County,Kiminini Sub County,Nabiswa Ward,X1eiwwCQwbI,Nabiswa Ward,KE_Ward_693,,46,145,0,16.9,2,,115,143
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Samburu County,Samburu North Sub County,Nachola Ward,hV1NZb8gSOe,Nachola Ward,KE_Ward_667,,16.7,10,0,6.8,,,,10
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Kikuyu Sub County,Nachu Ward,gFLRh6j7pBd,Nachu Ward,KE_Ward_597,,45.3,77,,11.9,1,,40,76
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Narok County,Narok West Sub County,Naikarra Ward,Ay904HxgFbw,Naikarra Ward,KE_Ward_910,,7.4,22,,2.9,,,,22
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward,KJHG9zDp2UR,Nairobi Central Ward,KE_Ward_1439,,1.5,2,,3.1,,,2,2
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,LYgnp1wcewP,Nairobi South Ward,KE_Ward_1444,,8.2,75,,8.2,1,,9,74
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Langata Sub County,Nairobi West Ward,uPv6CYD6np2,Nairobi West Ward,KE_Ward_1382,,4.5,10,,2.2,5,,35,5
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Tongaren Sub County,Naitiri/Kabuyefwe Ward,AwkuNWBAvnV,Naitiri/Kabuyefwe Ward,KE_Ward_1116,,86.6,162,0,26.3,62,,91,100
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Naivasha Sub County,Naivasha East Ward,A20qmlqFi5D,Naivasha East Ward,KE_Ward_842,,50,2,0,16.7,,,3,2
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Turkana County,Turkana West Sub County,Nakalale Ward,qTEN4LVoVVL,Nakalale Ward,KE_Ward_616,,10.3,14,0,6.3,,,3,14
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,W1Kv7kfFzub,Nakuru East Ward,KE_Ward_880,,21.8,98,0,6.9,3,,91,95
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kakamega County,Matungu Sub County,Namamali Ward,LaVcN8NDdNa,Namamali Ward,KE_Ward_1031,,13.7,37,0,5,19,,14,18
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Busia County,Nambale Sub County,Nambale Ward,IUsXLSNYp1f,Nambale Ward,KE_Ward_1133,,69.9,165,0,19.4,2,5,100,163
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Busia County,Samia Sub County,Namboboto-nambuku Ward,TXzHtrNrFeb,Namboboto-nambuku Ward,KE_Ward_1148,,56.1,64,,8,,,49,64
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Sirisia Sub County,Namwela Ward,CenIfdVZZdC,Namwela Ward,KE_Ward_1082,,42.1,64,0,14.7,14,22,46,50
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Turkana County,Turkana West Sub County,Nanaam Ward,C93goWh2C1d,Nanaam Ward,KE_Ward_623,,11.5,22,0,7.3,,,4,22
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nandi County,Nandi Hills Sub County,Nandi Hills Ward,iWDqdgd87nd,Nandi Hills Ward,KE_Ward_761,,32.7,119,,17.5,5,,97,114
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Busia County,Samia Sub County,Nangina Ward,nuZowpCKvMd,Nangina Ward,KE_Ward_1149,,37.7,49,,8.3,,,22,49
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Garissa County,Fafi Sub County,Nanighi Ward,EmhVD7pSOTI,Nanighi Ward,KE_Ward_156,,74.7,59,,24.8,15,,26,44
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Laikipia County,Laikipia East Sub County,Nanyuki Ward,DpYpJ6E1vRc,Nanyuki Ward,KE_Ward_820,,12.4,84,0,4.5,6,28,111,78
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Narok County,Narok North Sub County,Narok Town Ward,MAdyJPs0RUr,Narok Town Ward,KE_Ward_893,,32.4,291,0,17.6,2,,109,289
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyeri County,Kieni East Sub County,Naromoru/Kiamathaga Ward,REFeM2dROq3,Naromoru/Kiamathaga Ward,KE_Ward_470,,31,58,0,7.8,,,81,58
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Yatta Sub County,Ndalani Ward,hVGX2N2vzsO,Ndalani Ward,KE_Ward_376,,38.8,45,0,12.9,3,1,28,42
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nandi County,Mosop Sub County,Ndalat Ward,JsaOcykkym2,Ndalat Ward,KE_Ward_778,,17.3,19,,5.7,,,13,19
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Tongaren Sub County,Ndalu Ward,ZoZCpnAFcGo,Ndalu Ward,KE_Ward_1118,,37,74,0,11,,,41,74
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bomet County,Sotik Sub County,Ndanai/Abosi Ward,ygECklrrzGE,Ndanai/Abosi Ward,KE_Ward_966,,39.3,138,0,14.6,,,60,138
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bomet County,Bomet Central Sub County,Ndaraweta Ward,J4ZIAuamKlu,Ndaraweta Ward,KE_Ward_982,,29.2,35,,13.1,,,46,35
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Gatundu South Sub County,Ndarugu Ward,BWRIH7ocbHB,Ndarugu Ward,KE_Ward_553,,30.8,24,,13,,,20,24
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kwale County,Kinango Sub County,Ndavaya Ward,YZvux1SW3bs,Ndavaya Ward,KE_Ward_44,,62.2,138,,552,2,4,67,136
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,lRFhjTLImNu,Ndeiya Ward,KE_Ward_603,,26.6,34,,7.2,,,22,34
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Kiambaa Sub County,Ndenderu Ward,NQ4XWNy3RM0,Ndenderu Ward,KE_Ward_588,,12.7,13,,3.7,,61,21,13
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Machakos County,Masinga Sub County,Ndithini Ward,PUxylhB5rfi,Ndithini Ward,KE_Ward_375,,40,26,,13.2,,7,41,26
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bungoma County,Webuye East Sub County,Ndivisi Ward,WskHX9On3vR,Ndivisi Ward,KE_Ward_1105,,49,74,0,14.2,,,30,74
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Samburu County,Samburu North Sub County,Ndoto Ward,w6u8SoSKkmn,Ndoto Ward,KE_Ward_668,,18.2,22,0,7.6,4,3,22,18
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Kiambu Town Sub County,Ndumberi Ward,B7Ek2TSSkr9,Ndumberi Ward,KE_Ward_583,,16.7,14,,5.3,,,11,14
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Mandera County,Mandera East Sub County,Neboi Ward,UU5663WBF7t,Neboi Ward,KE_Ward_214,,0,0,,0,,,,
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Njoro Sub County,Nessuit Ward,KqMw0Knznhu,Nessuit Ward,KE_Ward_833,,59.2,42,0,36.8,,,9,42
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Kandara Sub County,Ng'araria Ward,GqsqQj9CDst,Ng'araria Ward,KE_Ward_539,,34.2,13,,9.7,,,8,13
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Dagoretti South Sub County,Ngando Ward,bK37v9AMeU3,Ngando Ward,KE_Ward_1377,,6.4,5,,,2,2,3,3
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Starehe Sub County,Ngara Ward,QKZyfxaG8EJ,Ngara Ward,KE_Ward_1440,,4.1,18,,105.9,,21,4,18
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Isiolo County,Isiolo Sub County,Ngare Mara Ward,GHmkA5jGVqQ,Ngare Mara Ward,KE_Ward_245,,28.1,9,,5.4,1,,6,8
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kirinyaga County,Kirinyaga East Sub County,Ngariama Ward,ClOFuXgqcFJ,Ngariama Ward,KE_Ward_507,,21,13,0,5.7,3,,27,10
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Limuru Sub County,Ngecha Tigoni Ward,tp0mFiSv7ar,Ngecha Tigoni Ward,KE_Ward_605,,42.6,95,0,8.9,65,,29,30
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Mathare Sub County,Ngei Ward,tsmsPb6qMFa,Ngei Ward,KE_Ward_1448,,15.4,69,,,45,,54,24
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Gatundu South Sub County,Ngenda Ward,l4MV7dNKjrG,Ngenda Ward,KE_Ward_554,,20.3,88,,6.8,1,,19,87
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Uasin Gishu County,Turbo Sub County,Ngenyilel Ward,NXNdgSCo71E,Ngenyilel Ward,KE_Ward_708,,43,46,,14.1,7,49,75,39
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Uasin Gishu County,Kapseret Sub County,Ngeria Ward,ymhb4pW8ryv,Ngeria Ward,KE_Ward_724,,17.9,7,0,5.1,,,1,7
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Githunguri Sub County,Ngewa Ward,bkMHxVGDIcL,Ngewa Ward,KE_Ward_580,,20.8,31,,6.8,1,,17,30
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Embu County,Manyatta Sub County,Nginda Ward,juDN8sSnk3O,Nginda Ward,KE_Ward_313,,28.4,27,,7.8,3,,38,24
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Muranga County,Muranga South Sub County,Nginda Ward,JqeBiHQ9lNI,Nginda Ward,KE_Ward_538,,40.1,139,0,11.8,1,,50,138
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Laikipia County,Laikipia East Sub County,Ngobit Ward,pxHH7AAkfR6,Ngobit Ward,KE_Ward_817,,35.9,33,,15.9,4,,27,29
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Taita Taveta County,Voi Sub County,Ngolia Ward,XzqVKmvJA4m,Ngolia Ward,KE_Ward_130,,4.3,1,,1.7,,38,5,1
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Thika Town Sub County,Ngoliba Ward,VWuMYjG4YX4,Ngoliba Ward,KE_Ward_568,,51.5,120,,16.4,,,39,120
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Mwingi North Sub County,Ngomeni Ward,zR0sWpigMWE,Ngomeni Ward,KE_Ward_331,,20.3,44,0,9.9,,2,11,44
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kajiado County,Kajiado North Sub County,Ngong Ward,nioMzFVoQ7l,Ngong Ward,KE_Ward_915,,8.3,44,0,2.6,,,34,44
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Mwingi Central Sub County,Nguni Ward,rPWcODiKrP8,Nguni Ward,KE_Ward_342,,26.8,52,0,9.6,,54,36,52
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Kibwezi West Sub County,Nguu/Masumba Ward,SJ03kAWXPyt,Nguu/Masumba Ward,KE_Ward_435,,34.2,26,,10.4,,1,22,26
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Kibwezi West Sub County,Nguumo Ward,ErVmSqffPmn,Nguumo Ward,KE_Ward_432,,31.1,19,,11.7,,,18,19
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Mwingi West Sub County,Nguutani Ward,wBisHlJd2aK,Nguutani Ward,KE_Ward_337,,29.7,11,0,9.8,,,9,11
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyandarua County,Kinangop Sub County,Njabani/Kiburu Ward,WntjnQMsI6t,Njabani/Kiburu Ward,KE_Ward_445,,36.6,53,0,12.1,4,,27,49
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Igembe Central Sub County,Njia Ward,k0edp6ATpN0,Njia Ward,KE_Ward_259,,33.3,11,0,19.6,1,60,15,10
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Kasarani Sub County,Njiru Ward,aZGmpSZ2M0H,Njiru Ward,KE_Ward_1399,,11.5,80,,4.8,,,543,80
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Njoro Sub County,Njoro Ward,TaCopZQ4jLn,Njoro Ward,KE_Ward_835,,33.1,149,0,10.6,,,36,149
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kirinyaga County,Kirinyaga East Sub County,Njukiine Ward,hnLq51q52zo,Njukiine Ward,KE_Ward_506,,41.7,5,0,8.6,1,,24,4
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kajiado County,Kajiado North Sub County,Nkaimurunya Ward,pp24Rb9gQ9W,Nkaimurunya Ward,KE_Ward_913,,18.9,201,0,5,3,,85,198
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Narok County,Narok North Sub County,Nkareta Ward,zoVBqNpy6Sw,Nkareta Ward,KE_Ward_894,,47.5,19,,15.1,,,8,19
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Tigania West Sub County,Nkomo Ward,TEMzqnMqi9A,Nkomo Ward,KE_Ward_269,,20.1,34,0,8.2,1,,24,33
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Tharaka Nithi County,Tharaka South Sub County,Nkondi Ward,Om9OC4PNQJo,Nkondi Ward,KE_Ward_308,,37.5,6,,10.2,,,12,6
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti South Sub County,Nkuene Ward,SQ70Q8iG3l0,Nkuene Ward,KE_Ward_295,,11.8,65,,2.8,1,,18,64
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Siaya County,Alego Usonga Sub County,North Alego Ward,zcpKiQgMNyb,North Alego Ward,KE_Ward_1167,,36.1,48,0,10.1,,,204,48
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Vihiga County,Emuhaya Sub County,North East Bunyore Ward,AgnY1dRfILu,North East Bunyore Ward,KE_Ward_1073,,18.8,31,0,8.2,,,30,31
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Siaya County,Gem Sub County,North Gem Ward,KzqDLd1CVFQ,North Gem Ward,KE_Ward_1169,,54.1,120,0,15.9,,90,74,120
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Marsabit County,North Horr Sub County,North Horr Ward,J7hloFhkWdU,North Horr Ward,KE_Ward_231,,15,28,0,11.9,2,,,26
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Nyatike Sub County,North Kadem Ward,ry7pGVSoLwL,North Kadem Ward,KE_Ward_1284,,65.9,145,0,20.9,6,5,129,139
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Rongo Sub County,North Kamagambo Ward,QC41mItjIzF,North Kamagambo Ward,KE_Ward_1261,,35.4,63,0,10.1,9,44,246,54
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,LXYI6dwqHoR,North Kanyamkago Ward,KE_Ward_1278,,33.7,101,0,11.8,4,11,166,97
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Homa Bay County,Karachuonyo Sub County,North Karachuonyo Ward,bR7hQLC29rl,North Karachuonyo Ward,KE_Ward_1231,,33.3,43,0,11,2,,44,41
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyandarua County,Kinangop Sub County,North Kinangop Ward,UU5SWe7Tv1P,North Kinangop Ward,KE_Ward_443,,43.9,43,0,14.1,13,,53,30
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Vihiga County,Sabatia Sub County,North Maragoli Ward,m9cV82YWKBf,North Maragoli Ward,KE_Ward_1058,,51.6,16,,13,,,,16
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Nyakach Sub County,North Nyakach Ward,G2B9ridstXR,North Nyakach Ward,KE_Ward_1217,,64.3,142,0,22.8,3,8,112,139
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Siaya County,Bondo Sub County,North Sakwa Ward,EmooFdjzKlm,North Sakwa Ward,KE_Ward_1265,,62,67,0,27.8,,7,178,67
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Awendo Sub County,North Sakwa Ward,EmSsP2C6A3h,North Sakwa Ward,KE_Ward_1180,,72.1,147,0,32.6,3,7,169,144
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Seme Sub County,North Seme Ward,b2DzrddWnYN,North Seme Ward,KE_Ward_1205,,69.1,103,0,21.1,3,5,111,100
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Siaya County,Ugenya Sub County,North Ugenya Ward,quAHj7k172D,North Ugenya Ward,KE_Ward_1158,,56.8,104,0,16.4,2,2,74,102
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Siaya County,Rarieda Sub County,North Uyoma Ward,c8htRsEJD2W,North Uyoma Ward,KE_Ward_1183,,54.4,74,0,16.9,2,4,49,72
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,r6rYPoyjxvR,North West Kisumu Ward,KE_Ward_1195,,107.8,361,0,25.5,30,2,143,331
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Embu County,Mbeere North Sub County,Nthawa Ward,tGtfKyhl0y1,Nthawa Ward,KE_Ward_328,,30.4,55,,8.7,,45,26,55
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti North Sub County,Ntima East Ward,Ryj106sjw37,Ntima East Ward,KE_Ward_277,,37.4,37,0,17.5,,,20,37
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti North Sub County,Ntima West Ward,Q1YmD34Z3It,Ntima West Ward,KE_Ward_278,,,0,0,,,,,
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Kuria East Sub County,Ntimaru East Ward,C6U23QgqMCn,Ntimaru East Ward,KE_Ward_1298,,32.9,25,0,13.9,,,12,25
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Kuria East Sub County,Ntimaru West Ward,dkHXkFhXXxJ,Ntimaru West Ward,KE_Ward_1297,,32.1,100,0,11.8,1,,65,99
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Igembe North Sub County,Ntunene Ward,b7S83B5sQai,Ntunene Ward,KE_Ward_262,,56.3,98,,24.7,1,3,56,97
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Mwingi Central Sub County,Nuu Ward,WOJ90HLwb6o,Nuu Ward,KE_Ward_343,,25.8,42,0,11.8,,,20,42
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Kuria East Sub County,Nyabasi East Ward,xUtluqIJmBZ,Nyabasi East Ward,KE_Ward_1299,,23.1,43,0,7.7,,,23,43
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Kuria East Sub County,Nyabasi West Ward,k00olmG2C2e,Nyabasi West Ward,KE_Ward_1300,,25.1,45,0,9.8,,,122,45
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,oAXSVQp3K0O,Nyacheki Ward,KE_Ward_1318,,54.6,112,0,19.2,1,90,83,111
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Kabete Sub County,Nyadhuna Ward,S5vdlHabZzv,Nyadhuna Ward,KE_Ward_593,,3.3,3,,1,,,4,3
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti North Sub County,Nyaki East Ward,hceoyGXIXhD,Nyaki East Ward,KE_Ward_280,,41.8,28,0,14.5,5,,31,23
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Meru County,Imenti North Sub County,Nyaki West Ward,danQPcsYu5G,Nyaki West Ward,KE_Ward_279,,40,16,0,16.2,,,23,16
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyandarua County,Kinangop Sub County,Nyakio Ward,sDFNdNK4QJ8,Nyakio Ward,KE_Ward_446,,48.9,44,0,13.1,,,19,44
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisii County,Kitutu Chache South Sub County,Nyakoe Ward,z8JmM1WxmgG,Nyakoe Ward,KE_Ward_1343,,55.3,73,,22.5,,,16,73
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Kisumu East Sub County,Nyalenda A Ward,roJc7UkCD2l,Nyalenda A Ward,KE_Ward_1189,,64,32,0,18.2,1,,36,31
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisumu County,Kisumu Central Sub County,Nyalenda B Ward,yz3WGD5x3v2,Nyalenda B Ward,KE_Ward_1201,,59.6,96,0,28.7,1,11,110,95
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyamira County,Nyamira Sub County,Nyamaiya Ward,Av8d3lmuaua,Nyamaiya Ward,KE_Ward_1352,,30.4,58,,9.8,1,55,94,57
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisii County,Nyaribari Masaba Sub County,Nyamasibi Ward,CbtRAlHp1JA,Nyamasibi Ward,KE_Ward_1327,,33.6,42,,13.4,3,2,90,39
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kiambu County,Lari Sub County,Nyanduma Ward,aR3qJ3GyWeP,Nyanduma Ward,KE_Ward_608,,33.3,28,,11.8,,,19,28
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kirinyaga County,Kirinyaga South Sub County,Nyangati Ward,Gsl9Z7f1kbX,Nyangati Ward,KE_Ward_500,,36.4,84,0,8.6,,,52,84
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Bomet County,Chepalungu Sub County,Nyangores Ward,mareBenlFqk,Nyangores Ward,KE_Ward_972,,26.1,24,,9.6,3,,43,21
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,DfL4XXliaq1,Nyanmosense/Komosoko Ward,KE_Ward_1295,,27,72,0,14.1,1,347,84,71
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nyamira County,Borabu Sub County,Nyansiongo Ward,pjOkCmcntm6,Nyansiongo Ward,KE_Ward_1364,,33.8,54,,13.5,3,33,28,51
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kisii County,Kitutu Chache South Sub County,Nyatieko Ward,Dvfw4PI207c,Nyatieko Ward,KE_Ward_1345,,50,3,,12,,,28,3
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nairobi County,Langata Sub County,Nyayo Highrise Ward,IDtR0R9o2Q4,Nyayo Highrise Ward,KE_Ward_1385,,14.4,28,,2.6,17,,60,11
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Samburu County,Samburu North Sub County,Nyiro Ward,UpMVKpuABHz,Nyiro Ward,KE_Ward_669,,6,8,0,3.3,,1,11,8
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,jWX4knhb96j,Nyota Ward,KE_Ward_854,,8.9,15,0,1.6,,59,32,15
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kitui County,Kitui East Sub County,Nzambani Ward,Ekb0OY8S4Jm,Nzambani Ward,KE_Ward_360,,34.9,30,0,13.3,1,,39,29
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Makueni County,Makueni Sub County,Nzaui/Kilili/Kalamba Ward,Amj9UOaw3tP,Nzaui/Kilili/Kalamba Ward,KE_Ward_429,,28,61,0,11.6,2,354,28,59
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Kakamega County,Likuyani Sub County,Nzoia Ward,bWhvWmGfQqn,Nzoia Ward,KE_Ward_1000,,8.8,34,0,2.8,1,,,33
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Marsabit County,Moyale Sub County,Obbu Ward,fBMKIsnV2ZV,Obbu Ward,KE_Ward_227,,0,0,0,0,,,,
2016Q4,Oct to Dec 2016,2016Q4,,Kenya,Nandi County,Nandi Hills Sub County,Ol'lessos Ward,w0ljXC7o4Rd,Ol'lessos Ward,KE_Ward_763,,26.6,38,,12.1,,1,54,38
